Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Exhibit01,https://github.com/ASD16-Tech/share/blob/981dfbacbed1946fe013027ec581ac4860ca2255/ASD16.png,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes

